customer_id,age,gender,income,region
18KRMFcQIpqy,51,M,87000,West
5qmOQloDKFcM,51,M,17000,Midwest
ASeHFfYvbzPr,60,F,99000,Midwest
fwQndHt9GknU,46,F,26000,Midwest
ySoPZDE1YeXY,53,M,81000,West
6ln19W5Gp4i9,55,F,41000,Northeast
WeP4CNuEZKXq,29,M,140000,South
KSqWSQVR30wY,62,M,44000,South
aqtYkVHFORvJ,58,M,43000,South
YNYoug6RpV4Y,45,F,120000,Northeast
fxdCMBMQIXJS,64,F,243000,South
dVDHmyXXL3Xr,55,F,93000,Midwest
XIBLJUaYW3dX,22,M,72000,Northeast
6RCnEAglGON8,44,M,30000,Northeast
hBUn8JAXO8vH,36,F,149000,West
YmdVsUsXPH9x,20,F,74000,Northeast
8AQ7DsfNmbxB,39,F,40000,West
MBBekx0x5ams,57,M,29000,Northeast
G3cbo1006nbM,51,F,65000,Midwest
0jQZ9PY4ffut,44,M,137000,Northeast
bnFx9ph7YyJm,22,F,1e+05,Midwest
zXewmnIINfgm,34,M,114000,West
HchOyIVhci4L,18,M,88000,West
Hxf5IG20ECK1,60,F,68000,Midwest
hN80OcHSfskX,35,F,24000,West
HtoI1YjkT0aC,33,F,124000,Midwest
wTGuoRR1FXnu,29,F,24000,Northeast
JYflJ2tF0QjS,24,M,132000,West
tnH9s9wKULNy,43,F,56000,Northeast
7W4cHz7ekdZo,28,F,18000,Midwest
7n54Z9qgG19n,50,M,70000,South
7pAQC0BvXbQ0,48,F,27000,West
VdE10YQugPEb,59,M,203000,West
T5dzMIjAyfoR,48,F,179000,Northeast
w0b4zUoiQKEP,56,F,171000,Midwest
WU4ocoHD5Ilq,39,F,203000,Northeast
Bsw5von8DUyD,32,F,177000,Northeast
0INQnKA40Qfs,55,F,56000,Midwest
0qsQsT96Dtys,25,F,22000,West
ZTcWRyaXL8wf,54,F,25000,West
F2k4mqCTaWWR,25,M,15000,West
VJkpw4Y52BcI,34,F,63000,Midwest
M68pEJSEG05R,48,F,19000,West
GdkwMOvuLZbC,65,M,35000,South
LkSoXYu2sR12,41,F,54000,South
kO9kfA9dcxZX,42,M,119000,West
GFJHvC0EQaMt,62,F,118000,Northeast
3c129QuSdD6F,31,M,30000,Midwest
ltGklwZrGU3v,38,F,47000,West
ldrO5VLdjSzs,46,F,84000,Midwest
VCHc1feVrxRl,33,F,21000,West
ROFddR9IjMtd,21,M,45000,Midwest
qed6evOACui5,26,F,31000,South
b9jVhB6SmYu3,21,F,18000,Midwest
GbSxATDPomNg,58,M,32000,West
t7VeD2ztuRx2,37,M,33000,Northeast
lx4aQksg4Dak,28,M,24000,West
NFZ14tCmmvWH,47,F,66000,West
aDCQ0zRvPWKS,50,F,82000,Northeast
f99eut0jxF6n,64,M,72000,Northeast
IGGMPO9z10wp,65,M,24000,Northeast
xirpCxP3Qeg8,40,M,46000,Northeast
ByMBQTdJvClM,52,M,29000,West
Lsv5luQ0KbEE,60,M,65000,South
hNlY7om70zcW,27,M,166000,Midwest
VmYBtUbGAXEC,42,M,79000,West
jhCH7DH8xhBi,35,F,1e+05,Northeast
TZUcwXPT33Bv,30,M,21000,West
iHXyOyL03CiH,43,M,41000,South
z4yD4ux9sOCc,37,M,41000,Northeast
9qYobq2WhW6O,40,F,18000,West
WThYTu3EUg0g,48,F,91000,Midwest
tCW8maCMZAqE,27,M,33000,West
8Vx5iCIhXD7X,36,F,16000,South
DroVA1BkMSJu,61,M,96000,South
lHJncj4yWRe5,54,M,25000,Midwest
8eMfPZlTXQUU,40,F,24000,South
8ok6PFA5uzXs,24,F,47000,Northeast
DdC7Lwdxmyol,34,F,248000,West
7EGowXsJPixx,29,F,68000,Northeast
SwuXTo2EYVDm,55,M,29000,Midwest
S3o2UQzN9nYL,29,M,70000,South
EVEBeR1VgyBG,26,F,49000,Midwest
Ziphl18BmLzZ,52,F,49000,Midwest
KzQ50RmzYwIX,63,F,31000,South
RD8AuFEVy6Ej,33,M,29000,West
4nqVWtesXYHh,45,M,71000,South
20iJWJkmmXvB,60,M,32000,Midwest
hmWnkk4unV8H,32,F,18000,South
ucUyBZla8PvG,58,F,21000,Midwest
Xjhc8JssWIK6,27,M,80000,West
lKYSxIUCI7bG,62,M,54000,Midwest
94warrgY00Xx,28,M,63000,West
a77ba1Cylg3g,50,F,15000,South
LyHdcNA8Udli,18,M,69000,Midwest
5CXdKABj9UEC,45,F,269000,Midwest
fgvrkZjlYv5P,57,M,23000,West
oGTH4pxz0xWM,33,F,108000,Midwest
FtduqfaZts2m,23,F,25000,Midwest
x95v3ZHMtiLI,26,M,147000,West
FbcyWIXNJZbB,38,F,170000,Northeast
OmcaXqt3Hp2k,55,F,51000,Midwest
VvthJpf7ApWU,42,F,63000,Northeast
mYV1kz2Qz2jE,65,M,41000,Northeast
vo70Gi8LWLof,37,M,20000,Midwest
kGaHFfgYOW6g,23,F,15000,Midwest
f676eBr3DngL,65,M,199000,South
GqIas9xrQ7J6,28,F,70000,Midwest
eJeJP9DFPwFi,54,M,82000,South
EclNDuGgCri2,19,F,64000,West
ds30M6eBtMzm,48,F,75000,Midwest
lk8O9dP0wJyq,18,F,53000,South
j8e1XC68Ca1Z,35,M,72000,West
u4ZxNKswJmRE,56,M,15000,Midwest
EiDugsVQTDlg,20,F,21000,Midwest
8p3Ta4dhU5GZ,47,M,27000,South
8ZUy8U9IbjTb,39,F,125000,South
4mHVGXGCaWRY,27,M,93000,Northeast
akvg8HTtdh4l,62,F,51000,Northeast
pep6fSSky9U1,49,F,58000,West
Bi23c5BcGiuC,63,F,17000,Northeast
H5gma9Mvy4p0,48,M,42000,Midwest
XxA1WnfpTAPP,39,M,15000,South
VhTaArdeKTLj,44,M,79000,South
dVadabBMnoag,46,M,59000,Midwest
0BtSecc56Q1p,51,M,15000,South
Pn3CUa7uO6pl,46,F,40000,Midwest
OETC4LOJWYA0,46,M,23000,West
QEl1tvsOJOyM,36,M,25000,South
BgptRBaGnQqt,18,F,33000,South
ScUxnZsit73n,60,F,27000,Midwest
7XNzcV5MQkrT,22,M,303000,Northeast
sInvyzELut2N,25,F,49000,Midwest
K8X2vXnyH9hE,44,F,101000,South
Tvg1AGEwd2qY,33,F,15000,West
OkHrVHHmvIoE,40,M,40000,West
H98m5aLrdxFL,25,F,46000,Northeast
fFkIHLDsgSSp,50,F,33000,Midwest
bWgDdI3TRNuI,51,M,60000,Midwest
jGFtuTsJYJyW,54,F,66000,Midwest
BtlefsxNB1Z8,55,F,84000,South
llYfc1vX2fcY,28,F,78000,Midwest
BDTcuLtlZadb,40,M,32000,Northeast
pCV5OZe66Uay,33,F,39000,Northeast
SGgGjZcQP3XV,27,F,45000,West
iFSNLT4fPumw,18,M,15000,South
wON5pTX0bTod,24,M,15000,West
becUwZABLkrl,50,F,65000,West
GyPTCnwL8Wx9,40,M,103000,West
ZUmsmWVLQz8I,49,F,19000,South
4eESRV3NjQry,30,M,23000,Northeast
2lILhpwwGBKS,35,M,48000,West
3Qfnb5iUCvwW,24,M,169000,West
x1rv67r1GYWd,59,F,122000,West
caDb9tiT6X2U,49,F,65000,West
eApMzavU7Okw,39,M,74000,Midwest
XCZYTQ3iHs3X,60,M,15000,South
ScsKjknIzLsy,27,M,34000,West
IRGyxJPQZ3xw,50,M,26000,South
JABvXvcYiUvQ,50,M,109000,Midwest
1ZInAf9vDW4s,18,F,32000,South
Sl5SihaLJsL6,26,M,31000,Midwest
nEdvuotTkj5O,50,F,15000,West
ZO2TKMpiFmLK,48,M,83000,Northeast
5U8rl895O2eT,20,F,293000,Northeast
KN8ylb98H6G0,29,M,15000,Northeast
QlgfuCcYBccK,24,M,28000,Northeast
DwXbwivOy4ik,56,F,47000,West
AAC2vgQGRQaZ,65,F,25000,West
OuZVYhXLwx4f,43,M,30000,Midwest
ZrtuOQiawOGX,49,F,212000,South
Fo2QpblS1U1L,49,F,51000,South
cBYm4v6hk3wc,30,F,28000,Northeast
kHrWFkOqyPDE,56,F,109000,South
8v8HuoUND1RQ,63,M,50000,South
eyUiwk9Ly143,40,F,15000,West
FrUxKBS1NAPr,65,F,74000,Midwest
2CuQT9yxuxh6,60,M,28000,West
HHcmbcMXBeSi,63,F,47000,Midwest
LhZcHKomVN5A,52,F,199000,Midwest
UnMyuZ5aYjNR,35,M,15000,Northeast
h2VAzuLEPABA,21,M,16000,South
Fho7uUifPu4t,60,M,61000,Midwest
6rfjxnAHUsef,26,F,46000,West
rtx1mqZ64d85,60,M,15000,West
vy0h0xEsf1JH,49,M,15000,South
2KyHzWCjQ0Ps,52,F,184000,Midwest
GKsZFYzs6alT,56,M,39000,South
zveQfNdCxQvH,37,F,39000,Midwest
X2IV3jfhdELn,59,M,103000,Northeast
MdYy2HDAvzUh,38,M,27000,South
TnxXwLjdnAV5,43,M,37000,West
qgkbP95Dp5P5,23,M,2e+05,South
ZNs7YJ0GnIT8,43,M,69000,West
YHL29c6k0ptf,43,F,74000,Northeast
vOPUOZyTC0Zg,21,M,77000,West
nIV0fc2D8m7H,46,F,30000,West
UJoi3juKWLx5,49,M,62000,South
YBNgB9jY2ZG7,21,F,15000,West
l1QuMOZ066eF,38,F,179000,Midwest
9xh0cts22CwN,45,F,26000,Northeast
uyPQ5B65kfRs,34,F,15000,South
Ebx5mMDx47H8,31,F,58000,South
z76OA9YLnXgG,53,F,15000,Midwest
RNvn2Le4DGzh,38,F,16000,South
f22v9Zwh6WH8,20,M,26000,West
UqzRZQsPdUAx,43,M,67000,Midwest
Qv8IluLkXNKZ,64,F,22000,South
ev6tc7v8uqqL,50,M,20000,Midwest
pmJmaSNMnWt7,33,M,54000,South
CqZFCwFqJvqI,60,M,81000,Northeast
dwhIuM8sSfnb,40,M,25000,West
YfxmLFxvJLGq,45,M,251000,Northeast
bihov0EZS4VH,43,F,24000,Northeast
pmvKFkXbTRqI,46,F,65000,West
7Yfckd5Qx53H,18,F,58000,Northeast
HA7FAi1LsgR6,42,F,28000,West
6Kp4rHqhrHgX,31,M,70000,West
TajJbrPyL6e5,56,F,69000,West
Vv9GHXwuNrMv,18,F,84000,West
Guh8EjUYfRmE,48,M,15000,Midwest
pV1dpXZBGrJq,20,M,154000,Northeast
FQtGztW4uCET,21,F,16000,Midwest
RQWgfBFk2mM6,22,M,210000,Midwest
b5JHN60zhQUA,28,M,98000,South
mvf0QRsP8DFs,19,F,21000,Midwest
FBOrkOKgE5nx,47,F,15000,West
tBphzA43ALJ1,49,M,30000,Northeast
riuFraP0DAnz,49,M,28000,South
72i7VPviVjC7,57,M,59000,South
aJrrtrh0QWd5,45,F,25000,West
e5qP3veagY4W,37,F,95000,Northeast
lVZnv5mRXGU0,23,F,66000,Midwest
n44oVhABaNXj,44,M,22000,South
k9zOA2Ssec6M,31,M,16000,Northeast
5C1pJrz6eiZf,40,F,51000,Midwest
wrIYv1a6TY70,61,M,233000,South
a11mI3krueRi,64,M,30000,South
2tSHRlOnbycG,58,M,15000,South
K0oUS5fC5mTE,42,F,261000,Northeast
cderq1PTWmHy,34,F,32000,Midwest
H9fQFPa2DDA8,42,M,91000,South
BRlL59YIyMlU,57,F,73000,Northeast
pYyfZI3cdbFf,47,M,190000,Midwest
kDVHOMTa3vBY,54,M,135000,West
lyL9rLPgHHKU,41,F,62000,Northeast
4OJWmDt3POsd,37,F,26000,Northeast
v3b0nFMuOqHD,46,M,47000,West
QxAbuGsvFwGi,34,M,15000,South
WFzBPvZrDCJK,38,F,28000,West
bDmjY7g05wFw,58,F,16000,Midwest
SgNtIuSZRUAs,52,F,68000,South
FEwvsLgE8vhy,41,F,69000,West
HbQeayaUfNez,58,M,104000,Midwest
VEsHezuFKsBG,52,M,27000,West
FHVLmlcqSjYR,23,F,22000,South
EiJ1tsasRvNk,38,F,30000,Midwest
rDQ8CUE6vL6h,40,F,33000,Northeast
kvtSAxBUEC2F,65,M,118000,Northeast
Z252a8BC76l6,59,M,171000,Northeast
8qryAnDP6l7U,35,F,24000,Midwest
7gcyRnv8gjnY,32,M,96000,Midwest
ophBHhWO379L,64,F,58000,South
TN79VOx38hBc,37,F,70000,South
BFxYxa9FmRdB,64,F,15000,West
FD47N5p4njoV,47,F,18000,Midwest
drTSE6VUjKJi,41,F,184000,South
hTcA5RDsQxxl,28,M,34000,Midwest
nvUofl4r4bzN,45,M,15000,West
iD7nGaBOkNLG,38,F,60000,Midwest
ZIfsBKHT1JXn,62,F,31000,Midwest
Spbq9SAXPZSO,43,M,239000,Northeast
zy1daHQyg0hu,32,M,177000,West
bsl3bXrZBKww,35,F,24000,South
VO7YqNETw1su,59,F,18000,West
tOM6I1zIQszx,19,M,24000,Midwest
prfWEuJAXaqm,29,F,40000,West
nVjFobBYZKm7,32,F,28000,Midwest
neHdMHDFeegJ,36,F,50000,West
YPh6tufsxnAY,52,M,81000,Midwest
f3E5HnDXWxsw,41,M,15000,Midwest
XtdwfOsbRizV,18,F,29000,West
ZFDT9M4lmvUr,58,M,84000,Midwest
pYgCfDFsuCqb,40,F,15000,South
xqySIpWTLvAm,18,M,147000,South
36ervWDG6Acj,44,M,24000,West
pmP6UWUDKumc,22,F,15000,South
S9o75EyWQZu7,58,F,22000,West
mVowjaseuPN2,43,M,28000,South
Ci6Yn0uDtVwk,21,F,19000,South
e2VzFI9If7EU,27,F,22000,West
4kS1EyAbW5xS,55,M,15000,West
RAadrD1ip1xo,65,M,26000,Midwest
Cv1UKxKPjmT0,18,F,23000,Northeast
hBgOX8Kmh4My,57,M,18000,Northeast
nf6AnE4XeBxw,47,F,36000,Midwest
2iayyqft0w4E,25,F,56000,West
o9xj2s9vCx2A,53,F,19000,West
FfsnZNS5KM7m,33,F,23000,Midwest
4qw5aVrx6NJq,40,M,67000,Northeast
Cq4FdUzdouz8,31,F,131000,South
zc8AXgDy1xA0,60,M,84000,South
eVsNLalTvAJX,40,F,234000,Midwest
R1N3sZJQhnCa,19,F,15000,West
4307UM3gXSfq,24,M,71000,West
3TMcACuxvZXj,43,F,24000,West
qXucVHHDzDsB,42,M,29000,West
49FRYPSJi3jS,43,F,20000,West
nujcp24ULuxD,50,M,94000,Northeast
V6WpGd7laf0O,38,F,72000,West
Rdz9r52q2w2h,18,M,15000,Midwest
NdQTOBiOBHX9,63,F,28000,Midwest
KZojb8aO2vL5,52,F,172000,West
Ol8kXTiswCsY,26,M,32000,Northeast
vXoIFvtOtXLy,43,M,147000,South
SpOGx12xD0Mr,64,F,132000,Midwest
DEEYOpfddHcF,33,M,64000,Midwest
o0wu3vu5uprW,58,M,20000,Northeast
UY6QLrtEBEVG,38,F,193000,Midwest
w9dZNDkiNzo3,19,F,60000,Midwest
0oGRyIlW9bOO,31,M,15000,West
dAOQE71xLFJr,27,F,28000,Midwest
R3bgdBstWkGQ,50,F,84000,South
w2uzlZRkjdox,25,M,18000,West
mDjOmRtDL9xo,56,M,31000,Midwest
iaxObyl42kAE,37,F,15000,Midwest
OFpqdelQmU4E,57,F,58000,Midwest
u1F9Cba0g5JJ,58,F,21000,Midwest
HrgOFhP7psQA,59,M,23000,Northeast
rLkEJsVIWaQW,22,F,148000,Midwest
yPIkS8W1SZXT,18,F,132000,West
b96mLnElvGax,42,M,61000,Northeast
mx4JvEwDxoXM,49,M,43000,South
ZKIY7b6TsXr5,60,M,79000,West
AeJDTeRc0hu1,37,M,125000,West
pfQrWI92XSeR,38,F,36000,West
xKWr7XuEoSiD,47,M,25000,Midwest
B6mpCEx7kAB4,36,M,230000,South
V22qHndTaHrj,47,F,158000,Midwest
tEYKTdFK2A9T,19,F,79000,West
x73HbXJnz1FC,29,F,28000,Midwest
8xXEmj8E9I3m,59,M,72000,West
aT6nTqOvEd6Y,43,M,26000,West
IblCGhT1kgOH,33,M,33000,Northeast
2JdbsiNhKCSo,18,M,73000,Midwest
IwfsPtqKr4t0,27,F,33000,South
T4udcVBozepg,48,M,15000,South
yqhLgIkHYyL2,28,M,94000,West
Uh8VacTikevN,57,M,75000,South
IGEiUjIAKIef,39,F,67000,West
YZWCVOJBFV3I,19,F,18000,South
voSxmniNe4tO,18,F,50000,Northeast
TKyuvsv991oo,53,M,34000,South
8JhsaeNJdPS8,56,F,104000,South
WhjDKl1lEVk5,38,M,46000,Midwest
ykvdDWvGq474,64,M,146000,West
yM0Jda5jzrB9,20,F,17000,Northeast
88LMsVgyCBT9,36,F,32000,Northeast
kkIQ0gz32UYA,52,M,15000,South
S6BuVI3mJcZ9,32,F,82000,West
F4GrVSdcBIL1,20,M,46000,Northeast
78VL6vuuRW0f,50,F,49000,Midwest
L0VIINwCO02J,38,M,36000,Midwest
dKgLipQBrXP7,23,M,270000,West
I5h7GlFbPI3e,25,F,18000,Midwest
YVf5dfb9kZnt,26,F,75000,Midwest
g3hm4WgJ9gnR,54,M,165000,Northeast
ZTE9XvSEQexb,30,F,15000,Midwest
iRVRvAO4Hcm0,39,F,15000,West
IcUmcVO5mrU3,45,F,67000,Midwest
D0HAUloMPZ6B,57,M,18000,South
V6rk8qfh2qBJ,55,F,22000,Northeast
VIawajJmRY7M,27,F,42000,Midwest
p5PapEsQjuTn,27,F,97000,Midwest
48csPU2y40AW,60,F,34000,Northeast
AyvZCZ5dK2Xc,37,F,67000,Northeast
vZSksCifpN65,53,M,43000,Northeast
uMMNuCfqSMfz,58,M,244000,Northeast
Sqs4LBo8sts4,20,M,42000,Northeast
aFgjHSgneTZj,44,F,40000,Midwest
6EcidRVMtx0d,38,F,206000,Northeast
hhc7dTNEFSmT,22,M,137000,Midwest
4ezi14XtSFoU,64,F,29000,Midwest
nDZPvTyRY50P,26,F,15000,Midwest
d2feRF4zV7dU,44,M,60000,Midwest
4GxC7RWWbMNr,40,M,15000,West
EDLmADEtIepq,53,M,21000,West
dJSh9CFsqNfM,52,M,62000,Northeast
fwvZF5401bjV,26,M,18000,South
Kf8moUxR4FWC,62,M,37000,Northeast
cH3u61PcdmlF,44,F,17000,South
U3CknA7EwKn0,28,F,15000,South
tjXG6pNvLVY8,60,F,74000,South
jmKbbOROUEAp,35,F,104000,Northeast
9Eh9Qr9aok0Y,22,M,46000,Northeast
5KoI9dMph5z7,38,M,72000,South
TnWRXIp97Pik,65,M,42000,South
5gxtNrjb8KFC,64,F,34000,Northeast
JzCBjvXawhLw,47,M,31000,Midwest
0MBDVmTEjpeV,51,F,220000,South
tnezDGcaYVmN,37,M,18000,West
gyHew4tq1Mi3,34,F,61000,Northeast
24EdCOLFwV15,39,F,26000,South
LWwTU6qotmY8,21,M,104000,Northeast
44npFDqtOQO7,38,M,75000,Northeast
hjyaGAgjd0Ki,53,F,70000,West
CUYMO2qZk3N2,53,M,31000,Northeast
pSrrIC6u19gx,62,M,15000,Midwest
HIdbyGCicUjd,42,M,92000,South
3digPCHwUsyW,45,M,28000,West
zcVvyDdnfIvE,56,F,21000,South
pvUOPgi5BGTd,32,F,40000,South
6rP3DRmnaq7a,20,F,49000,West
ZgtmPLccYWYK,54,F,21000,South
NPymzKYkraVt,53,F,15000,South
oRXoWKQ2wSka,46,M,40000,West
j4U5bP2jjZfs,32,M,15000,Midwest
59azxvc61Sr1,19,M,58000,West
9zaW8AGWIDwS,46,F,168000,South
WNrdpDozHg54,55,F,26000,West
LHJqpqYrRgT4,65,F,308000,Midwest
4J6CrZuNzJPf,32,F,92000,Northeast
4Nr9FdIsmh60,32,F,65000,West
AE4olXutB2rF,33,F,103000,West
KVrfVM8rUt7H,54,M,42000,South
1H6MHmffAuBU,20,F,257000,Midwest
FBD3cTaVFcfl,61,M,183000,South
Wju8UWQG3hOY,59,F,73000,Midwest
7z2KC7vscMUS,62,M,15000,South
wg3YJWF7NDVR,30,M,15000,South
XKaDHvl2Z4mf,29,F,84000,South
crl4LvgUdsIV,29,F,52000,Midwest
SgS7LJP7BUOD,58,M,52000,Northeast
qDp2kL0gNFa8,53,F,31000,South
NMSknhkhYL6o,41,F,130000,Midwest
wXdTmPHw0u5d,22,M,77000,West
gRkJKXhDXpYL,28,F,64000,Northeast
bdQN1b6UZRnZ,56,M,27000,Northeast
fmVwIOTuOeTS,19,F,15000,South
2oycIy2Qlo8V,37,M,31000,Northeast
1vVjC0rnNSRj,19,M,39000,Midwest
3cVtjIShWFL1,26,F,199000,Northeast
h6nxysVh9T9Z,20,F,70000,West
xJ2HImZUmOJe,40,F,79000,Northeast
nUUSmr3w2Cd6,46,M,116000,South
0eKhHvWdNK4j,35,F,32000,South
KT1DgsJ96iPO,27,M,90000,Midwest
lnzV3oj5U0Z7,63,F,89000,South
ZWHQCVuhhX6T,27,F,76000,West
bCIU6y9WhKOv,46,F,20000,Northeast
iZcb6jtFuirh,28,M,186000,Midwest
pNRiPP6nVdaX,29,F,69000,West
ir0Zhaztjy3d,63,M,19000,Midwest
IyZ182ndiIxX,26,F,28000,Northeast
SZPTtSJPX6h7,61,M,15000,Midwest
LkfRHnLNcmcj,29,F,15000,South
SGFpdQTit5AZ,35,F,92000,Midwest
Bv2EeXSGwNtI,61,M,16000,West
DSaJuJNQTnoA,63,M,15000,South
GccykplhKZpC,45,F,58000,West
Oi4UubMDR9Ik,45,F,220000,West
35MWvadIF36c,22,M,18000,West
2c3zoz9lj9Qc,46,F,15000,South
bEDfLCi0ImPT,32,F,77000,Northeast
S3MkkXvr3h2m,39,F,148000,West
7sUF3C1UXNB9,39,M,62000,Northeast
0xpi5j0IXqUw,29,F,119000,Northeast
tbzMKK7MS3F3,53,F,15000,South
A6BcVTafIsci,42,M,86000,Midwest
zJjeub6Xxlib,18,M,76000,West
dLlTnZXISI06,45,F,141000,West
t9WGMsohX5t3,34,F,15000,South
ZtX4PeexXzUz,39,F,289000,Midwest
mpiJH93nuHcM,20,M,103000,Midwest
8QfFmd8hg0d0,41,M,89000,South
16fmtT1u8tjo,60,M,98000,Northeast
F7ChaKL9lZwG,22,F,72000,South
D5uLfhn4kAe8,22,M,23000,Northeast
BUbqiL150wjT,29,M,69000,Midwest
lsanmuJfKXmc,47,F,44000,Northeast
MqVBFtCH4lkG,52,M,37000,Northeast
uuxYiqzOjaJC,65,F,61000,West
E4Q3OBuJwh8b,26,F,66000,Northeast
fT74T3R9zb7V,27,M,65000,Midwest
hou5oYaUwHJV,22,F,25000,South
YRgfkMUCnv3t,61,F,67000,West
6xGEy8Rg0kiP,59,M,15000,South
Jmd2ZDs2IMcw,48,M,18000,West
YaQI0MS85py1,41,M,67000,Northeast
A712gEvOhRQC,60,M,22000,Northeast
eXgzPAlRJMgY,45,F,69000,Midwest
l1N6MKKqvsa7,54,F,27000,Northeast
yZnMJyyizGvv,40,F,188000,South
WLbLl3np8rTK,63,M,99000,West
TzTugyLBBrNW,29,F,94000,Midwest
nlejZnTgKTGm,27,M,41000,West
WRwC96nnNXEn,19,M,43000,Northeast
KnzbkBjdn9wr,58,F,29000,Northeast
xgwzvNVdtJfD,43,F,15000,West
8tUWJ6KBVFSQ,56,F,47000,Northeast
6VBQHUIPx9nE,37,M,38000,Northeast
5Ef4OFpE22RQ,25,M,69000,Northeast
a0XsxocTmqJQ,59,M,181000,Midwest
k3IeDqQ3HODI,28,M,51000,South
iIQx131vRpLS,61,M,46000,West
SYtoxFVuudDI,19,M,15000,South
EwkHy86ru5Pq,31,F,193000,South
opODYSqsxkoQ,38,F,38000,Northeast
OBgFkZvWiWNg,21,M,40000,Northeast
QlLHKdK5H1GJ,40,F,201000,West
2K9kDXfqZNru,48,M,22000,Northeast
CjZaOs0OASxx,35,M,74000,Midwest
qNHbYP0h9H0P,28,F,155000,Midwest
bSY6ojh6Rn4q,52,F,31000,Midwest
OuUseHniqCjz,53,F,84000,South
3qoWwpxfZ678,28,M,55000,South
rGHrJ7LC1ilx,55,M,189000,South
xIhys7EOKbHZ,28,F,84000,Midwest
dfza7CGqQuCN,51,F,42000,Midwest
8dsKG4sF5hhx,49,F,18000,Northeast
KeQyX6fpqI0a,32,F,55000,Northeast
AIvIUZiUUgS7,55,F,15000,Northeast
BPgOHAQDwbxJ,32,F,26000,Northeast
8JYwLJQTlz6l,52,M,53000,West
Os64yn9hlOZq,49,F,49000,South
GDZTiH4xbELK,29,M,213000,Midwest
3ljpPid6riyh,36,F,108000,Northeast
wGX8DM2kYplx,52,F,261000,Midwest
DyjM1v34VGFD,19,M,133000,Northeast
dXcXNTHuf3Pq,27,F,59000,West
I3FLHYaJVyjR,21,M,15000,South
XbQd91G8KddQ,43,F,15000,West
HD4zUvyZVQip,48,F,25000,Midwest
ZjUUm4un0zb1,41,M,16000,South
sFFPuJuXoAx2,63,M,120000,West
SOz8Mho0Iiln,58,F,63000,Midwest
Zw9koW6MCiUo,44,F,15000,South
KXjZwAvKZKON,65,M,127000,Northeast
ZoyWDX6okSzM,40,M,76000,Midwest
3osTTKH65ALt,54,M,82000,Midwest
74ouk9dahDoH,40,F,272000,West
lU6OsvUqNWJ1,26,F,26000,Northeast
YUzXhGsUkz3q,53,M,31000,Northeast
X0rjEExO3tPr,24,F,50000,West
MnbQJSEhc9wy,40,M,63000,Midwest
EUfOyWmGDYum,34,M,20000,Northeast
p5qUOS6fVQlJ,54,F,69000,Northeast
LSY2mqmyFOwa,22,M,48000,West
gkbl40UAgNem,32,M,108000,Midwest
KsNYuVzo5fcm,41,F,324000,Northeast
TCA6bGbAgt3M,45,M,86000,Midwest
vEcmmEy7wjsJ,24,M,17000,West
8xSIY1DBNWKc,42,M,18000,Northeast
XFiYTSP824cB,34,M,15000,South
XsboRlpBsGmw,34,F,70000,Midwest
lrKmUzm8STly,46,F,67000,West
gqaaBR1tjc1A,56,M,68000,South
GBBEldim4nQS,51,M,90000,West
z6qbKNfIoFPT,52,F,39000,West
FvkpNGwqqncb,33,F,145000,West
wByzlMtXz5va,18,M,33000,Northeast
ppoirBsgaM9y,36,M,15000,South
H5yiq3WWlTnC,26,F,51000,Northeast
vbDd11EdxnHG,44,F,232000,South
rbSHpVasLvYK,51,F,114000,West
SK99wFRFfFqr,29,F,15000,South
xQlxhQsnbAnt,58,F,107000,West
rBWmuA6NNp1S,18,F,66000,South
0tSlf4czG5MQ,30,F,138000,Midwest
Wr8Qo67Kbwyg,54,M,32000,Midwest
9Mo5TAhPotFD,33,M,53000,Northeast
SXQb0mc7i3pc,18,M,31000,Northeast
cJ0yBOD0S7Q7,37,F,81000,South
3QVrahaGyj9T,22,M,87000,West
zz2P3QXsyCQE,41,F,97000,South
9A9lCnyneKog,52,F,28000,South
GbZoChUcHBGe,49,M,61000,Northeast
FU2U0ljNriJr,22,F,102000,South
j2gXdyQDY8gT,64,M,28000,Northeast
vXeR2OyGmI9R,36,F,29000,Northeast
qpGoNsO3lzaT,31,F,188000,West
FU08uqtMz24c,39,F,30000,South
Vyd9LVyDaX28,45,F,41000,West
CDq2IDI4ZyAQ,24,M,72000,Midwest
NToDWLBvBF1p,58,M,55000,Midwest
xEP8Ri8OT3ZK,51,F,378000,West
cGYX2X4fFbTZ,35,M,15000,South
2gXrjW4FPMlF,28,M,55000,West
QuLgYLtV5GFR,51,M,21000,West
E4EzTbJttHvW,21,F,64000,South
UyWoh7V5j5Ta,53,F,104000,Northeast
i7uS3cc8LmkG,59,M,16000,Northeast
G46DciNzFoVW,46,F,56000,South
V9qwMNMDPISB,21,M,62000,Midwest
6CiRPDnVSDaL,65,M,21000,West
48iHbcTLvwIz,44,F,34000,West
cOWFIZV6eqm1,38,M,74000,South
SH4GpZs9m7vQ,60,M,29000,Midwest
gelWAPaseCld,36,F,29000,South
ju8AU20vgLq8,27,F,301000,Northeast
tx7YAW0V1b3g,56,F,64000,West
rr1ilTvqa09W,56,M,28000,Midwest
dpuAypThVFp8,40,M,22000,Northeast
DHZmTRuEA9aE,30,M,170000,South
hW2NWLgkHOql,39,F,72000,West
RBAWf7DUZhUx,28,M,24000,Midwest
6yLdSG6kVME7,58,F,80000,West
